timestamp,load,ram_usage
228474705,0.399419,0.79271483
229475464,0.49933,0.79291606
230476477,0.452836,0.79291606
231477688,0.449896,0.79291606
232478943,0.447399,0.79291606
233479464,0.445169,0.79291606
234480439,0.450639,0.79291606
235482000,0.44969,0.79291606
236482452,0.447715,0.7930502
237483979,0.447913,0.7930502
238483548,0.45351002,0.7930502
239485043,0.444879,0.7930502
240485439,0.449287,0.7930502
241486439,0.449853,0.7930502
242488218,0.452564,0.7930502
243488873,0.488014,0.7930502
244489504,0.57223,0.7930502
245492244,0.574851,0.7930502
246493404,0.565106,0.7930502
247495657,0.578046,0.7930502
248496439,0.57243,0.7930502
249496439,0.574906,0.7930502
250500409,0.576335,0.7930502
251503580,0.574989,0.7930502
252506003,0.57174,0.7930502
253506662,0.567603,0.7930502
254507628,0.575399,0.7930502
255510967,0.572227,0.7930502
256514566,0.570296,0.7930502
257515932,0.57666403,0.7930502
258517589,0.573487,0.7930502
259518749,0.566129,0.7930502
260523979,0.562237,0.7930502
261524439,0.532858,0.7930502
262526979,0.53501,0.7930502
263527581,0.534229,0.7930502
264528439,0.535333,0.7930502
265530012,0.534857,0.7930502
266531871,0.534656,0.7930502
267531542,0.534969,0.7930502
268532884,0.53465,0.7930502
269532444,0.534941,0.7930502
270533637,0.537708,0.7930502
271536055,0.531555,0.7930502
272537643,0.533572,0.7930502
273538592,0.526086,0.7930502
274538439,0.54158,0.7930502
275540688,0.534205,0.7930502
276543154,0.540708,0.7930502
277544948,0.533091,0.7930502
278547549,0.529474,0.7930502
279548439,0.531237,0.7930502
280551173,0.534089,0.7930502
281552233,0.534333,0.7930502
282555520,0.532086,0.7930502
283556439,0.535198,0.7930502
284559439,0.53765,0.7930502
285560439,0.532198,0.7930502
286563843,0.533374,0.7930502
287564654,0.5289,0.7930502
288566052,0.542108,0.7930502
289567897,0.534917,0.7930502
290569035,0.538732,0.7930502
291569439,0.533455,0.7930502
292571025,0.538531,0.7930502
293571677,0.527591,0.7930502
294572592,0.534979,0.7930502
295573601,0.533687,0.7930502
296575753,0.536734,0.7930502
297576617,0.534321,0.7930502
298579546,0.53394103,0.7930502
299581139,0.53729,0.7930502
300584010,0.52637,0.7930502
301586282,0.538926,0.7930502
302588141,0.535146,0.7930502
303589203,0.540693,0.7930502
304590564,0.532204,0.7930502
305591439,0.542493,0.7930502
306592583,0.57626903,0.7930502
307593439,0.567794,0.7930502
308595016,0.574047,0.7930502
309595477,0.570902,0.7930502
310596439,0.570788,0.7930502
311597624,0.571625,0.7930502
312599176,0.571645,0.7930502
313601618,0.546766,0.7930502
314604155,0.53085,0.7930502
315605223,0.53424,0.7930502
316605439,0.533553,0.7930502
317608665,0.540666,0.7930502
318609798,0.537124,0.7930502
319611596,0.54121,0.7930502
320612439,0.523994,0.7930502
321614982,0.53884,0.7930502
322615576,0.534257,0.7930502
323618821,0.535284,0.7930502
324619464,0.470176,0.7930502
325621087,0.470185,0.7930502
326621439,0.48569,0.7930502
327622533,0.485555,0.7930502
328623439,0.486925,0.7930502
329624529,0.48846,0.7930502
330625533,0.485727,0.7930502
331626488,0.488973,0.7930502
332627879,0.489469,0.7930502
333628464,0.465009,0.7930502
334630441,0.487836,0.7930502
335631926,0.487251,0.7930502
336632439,0.48898,0.7930502
337633640,0.490703,0.7930502
338634496,0.48779,0.7930502
339635876,0.487725,0.7930502
340636641,0.481321,0.7930502
341637439,0.476626,0.7930502
342638619,0.45056,0.7930502
343639439,0.452047,0.7930502
344639524,0.449353,0.7930502
345642251,0.465935,0.7930502
346643590,0.48464102,0.7930502
347645125,0.480405,0.7930502
348647504,0.482139,0.7930502
349649591,0.488565,0.7930502
350650439,0.485175,0.7930502
351651610,0.488974,0.7930502
352652967,0.486603,0.7930502
353653439,0.48414,0.7930502
354654452,0.481438,0.7930502
355655439,0.458681,0.7930502
356656758,0.45370302,0.7930502
357657138,0.455061,0.7930502
358658378,0.450241,0.7930502
359659439,0.452421,0.7930502
360660778,0.456613,0.7930502
361661439,0.484522,0.7930502
362664290,0.489696,0.7930502
363665590,0.481185,0.7930502
364666464,0.452982,0.7930502
365667547,0.455416,0.7930502
366668932,0.45297801,0.7930502
367668675,0.444424,0.7930502
368669987,0.452954,0.7930502
369670665,0.451142,0.7930502
370672976,0.453631,0.7930502
371673869,0.457046,0.7930502
372674439,0.449035,0.7930502
373675596,0.446652,0.7930502
374676439,0.444327,0.7930502
375677439,0.452507,0.7930502
376678529,0.454235,0.7930502
377679625,0.450394,0.7930502
378680596,0.450789,0.7930502
379681468,0.450304,0.7930502
380683110,0.445484,0.7930502
381683439,0.44694,0.7930502
382718366,0.465267,0.7930502
